DATE,DATETIME,CASH_TYPE,CARD,MONEY,PRODUCTS
2024-04-13,2024-04-13 15:06:52.292,cash,,146.81,Serviço de Formatação
2024-04-13,2024-04-13 15:07:55.966,cash,,145.67,Serviço de Formatação
2024-04-13,2024-04-13 16:18:03.938,card,ANON-0000-0000-0111,1788.85,CPU i5-14600K
2024-04-13,2024-04-13 16:19:39.799,card,ANON-0000-0000-0111,121.61,Serviço de Limpeza
2024-04-13,2024-04-13 17:51:26.026,card,ANON-0000-0000-0112,1818.38,CPU i5-14600K
2024-04-13,2024-04-13 17:53:19.237,card,ANON-0000-0000-0012,1784.65,CPU i5-14600K
2024-04-14,2024-04-14 10:55:27.406,cash,,115.6,Serviço de Limpeza
2024-04-14,2024-04-14 12:24:39.028,card,ANON-0000-0000-0113,1745.85,CPU i5-14600K
2024-04-14,2024-04-14 12:27:08.951,cash,,735.25,RAM 32GB DDR5
2024-04-14,2024-04-14 12:29:06.877,cash,,766.67,RAM 32GB DDR5
2024-04-14,2024-04-14 12:31:36.036,cash,,174.03,RAM 8GB DDR4
2024-04-14,2024-04-14 13:21:49.808,card,ANON-0000-0000-0114,781.02,RAM 32GB DDR5
2024-04-14,2024-04-14 14:23:31.631,card,ANON-0000-0000-0012,260.07,Serviço de Montagem
2024-04-14,2024-04-14 14:24:26.930,card,ANON-0000-0000-0012,248.27,Serviço de Montagem
2024-04-14,2024-04-14 14:25:18.122,card,ANON-0000-0000-0012,261.1,Serviço de Montagem
2024-04-14,2024-04-14 15:46:27.733,card,ANON-0000-0000-0017,1780.22,CPU i5-14600K
2024-04-14,2024-04-14 16:59:54.823,card,ANON-0000-0000-0012,724.97,RAM 32GB DDR5
2024-04-14,2024-04-14 17:00:45.387,card,ANON-0000-0000-0019,116.22,Serviço de Limpeza
2024-04-14,2024-04-14 18:38:19.649,card,ANON-0000-0000-0115,1854.19,CPU i5-14600K
2024-04-15,2024-04-15 11:45:24.619,card,ANON-0000-0000-0064,250.43,Serviço de Montagem
2024-04-15,2024-04-15 17:01:46.359,card,ANON-0000-0000-0003,261.16,Serviço de Montagem
2024-04-15,2024-04-15 17:02:49.748,card,ANON-0000-0000-0004,176.18,RAM 8GB DDR4
2024-04-15,2024-04-15 19:33:03.036,card,ANON-0000-0000-0009,173.06,RAM 8GB DDR4
2024-04-15,2024-04-15 19:41:58.112,cash,,619.75,CPU i3-12100
2024-04-16,2024-04-16 10:43:49.907,cash,,174.44,RAM 8GB DDR4
2024-04-16,2024-04-16 10:46:25.706,card,ANON-0000-0000-0116,175.85,RAM 8GB DDR4
2024-04-16,2024-04-16 12:40:47.675,card,ANON-0000-0000-0117,303.27,RAM 16GB DDR4
2024-04-16,2024-04-16 12:52:07.750,card,ANON-0000-0000-0064,746.92,RAM 32GB DDR5
2024-04-16,2024-04-16 15:03:16.889,card,ANON-0000-0000-0118,240.16,Serviço de Montagem
2024-04-16,2024-04-16 17:42:04.208,card,ANON-0000-0000-0024,175.92,RAM 8GB DDR4
2024-04-16,2024-04-16 17:43:22.960,card,ANON-0000-0000-0009,1814.93,CPU i5-14600K
2024-04-16,2024-04-16 18:09:05.273,card,ANON-0000-0000-0050,298.72,RAM 16GB DDR4
2024-04-17,2024-04-17 13:32:59.792,card,ANON-0000-0000-0012,261.12,Serviço de Montagem
2024-04-17,2024-04-17 13:44:00.181,card,ANON-0000-0000-0119,595.54,CPU i3-12100
2024-04-17,2024-04-17 16:13:24.310,cash,,1745.4,CPU i5-14600K
2024-04-17,2024-04-17 17:01:35.149,card,ANON-0000-0000-0120,1809.67,CPU i5-14600K
2024-04-17,2024-04-17 17:02:40.687,card,ANON-0000-0000-0120,1724.15,CPU i5-14600K
2024-04-17,2024-04-17 18:14:03.229,card,ANON-0000-0000-0121,764.03,RAM 32GB DDR5
2024-04-18,2024-04-18 11:19:01.693,card,ANON-0000-0000-0003,246.36,Serviço de Montagem
2024-04-18,2024-04-18 11:20:05.696,card,ANON-0000-0000-0003,239.43,Serviço de Montagem
2024-04-18,2024-04-18 13:49:12.720,card,ANON-0000-0000-0122,188.51,RAM 8GB DDR4
2024-04-18,2024-04-18 13:50:17.285,card,ANON-0000-0000-0122,743.16,RAM 32GB DDR5
2024-04-18,2024-04-18 14:34:19.818,card,ANON-0000-0000-0123,1712.52,CPU i5-14600K
2024-04-18,2024-04-18 14:35:49.354,card,ANON-0000-0000-0123,124.31,Serviço de Limpeza
2024-04-18,2024-04-18 17:44:15.791,card,ANON-0000-0000-0069,122.9,Serviço de Limpeza
2024-04-18,2024-04-18 18:21:05.945,card,ANON-0000-0000-0085,1842.38,CPU i5-14600K
2024-04-18,2024-04-18 19:39:51.193,card,ANON-0000-0000-0024,143.34,Serviço de Formatação
2024-04-18,2024-04-18 19:40:48.954,card,ANON-0000-0000-0009,144.72,Serviço de Formatação
2024-04-19,2024-04-19 10:10:36.254,card,ANON-0000-0000-0001,114.7,Serviço de Limpeza
2024-04-19,2024-04-19 13:11:47.848,card,ANON-0000-0000-0040,181.59,RAM 8GB DDR4
2024-04-19,2024-04-19 13:13:20.876,card,ANON-0000-0000-0040,1712.79,CPU i5-14600K
2024-04-19,2024-04-19 13:58:54.064,card,ANON-0000-0000-0124,155.84,Serviço de Formatação
2024-04-19,2024-04-19 13:59:49.690,card,ANON-0000-0000-0124,1824.95,CPU i5-14600K
2024-04-19,2024-04-19 18:23:19.311,card,ANON-0000-0000-0024,297.86,RAM 16GB DDR4
2024-04-19,2024-04-19 18:25:33.440,card,ANON-0000-0000-0009,180.94,RAM 8GB DDR4
2024-04-20,2024-04-20 11:24:42.681,cash,,179.64,RAM 8GB DDR4
2024-04-20,2024-04-20 12:08:35.701,card,ANON-0000-0000-0125,179.95,RAM 8GB DDR4
2024-04-20,2024-04-20 12:09:42.664,card,ANON-0000-0000-0125,185.99,RAM 8GB DDR4
2024-04-20,2024-04-20 13:08:37.378,card,ANON-0000-0000-0118,258.4,Serviço de Montagem
2024-04-20,2024-04-20 13:09:47.905,card,ANON-0000-0000-0118,181.33,RAM 8GB DDR4
2024-04-20,2024-04-20 13:10:55.151,card,ANON-0000-0000-0118,143.92,Serviço de Formatação
2024-04-20,2024-04-20 14:44:18.118,card,ANON-0000-0000-0040,1806.16,CPU i5-14600K
2024-04-20,2024-04-20 15:11:00.330,card,ANON-0000-0000-0009,181.15,RAM 8GB DDR4
2024-04-20,2024-04-20 15:22:40.717,card,ANON-0000-0000-0012,181.2,RAM 8GB DDR4
2024-04-20,2024-04-20 15:49:25.148,card,ANON-0000-0000-0126,182.52,RAM 8GB DDR4
2024-04-20,2024-04-20 17:07:57.969,cash,,294.02,RAM 16GB DDR4
2024-04-20,2024-04-20 18:27:41.496,card,ANON-0000-0000-0127,1818.21,CPU i5-14600K
2024-04-20,2024-04-20 18:28:46.900,card,ANON-0000-0000-0127,1808.23,CPU i5-14600K
2024-04-20,2024-04-20 19:30:55.317,card,ANON-0000-0000-0128,118.37,Serviço de Limpeza
2024-04-21,2024-04-21 11:16:45.707,card,ANON-0000-0000-0001,123.71,Serviço de Limpeza
2024-04-21,2024-04-21 14:15:37.541,card,ANON-0000-0000-0099,254.13,Serviço de Montagem
2024-04-21,2024-04-21 17:09:03.199,cash,,1888.19,CPU i5-14600K
2024-04-22,2024-04-22 11:09:16.412,card,ANON-0000-0000-0012,248.6,Serviço de Montagem
2024-04-22,2024-04-22 11:29:27.099,card,ANON-0000-0000-0129,179.05,RAM 8GB DDR4
2024-04-22,2024-04-22 18:40:33.024,cash,,114.46,Serviço de Limpeza
2024-04-22,2024-04-22 19:39:04.759,card,ANON-0000-0000-0009,119.01,Serviço de Limpeza
2024-04-22,2024-04-22 20:02:29.165,cash,,1776.87,CPU i5-14600K
2024-04-23,2024-04-23 14:22:35.995,card,ANON-0000-0000-0025,1777.79,CPU i5-14600K
2024-04-23,2024-04-23 14:23:53.144,card,ANON-0000-0000-0024,183.86,RAM 8GB DDR4
2024-04-23,2024-04-23 14:24:57.515,card,ANON-0000-0000-0009,1840.71,CPU i5-14600K
2024-04-23,2024-04-23 19:42:27.765,card,ANON-0000-0000-0130,183.85,RAM 8GB DDR4
2024-04-23,2024-04-23 19:43:26.234,card,ANON-0000-0000-0130,185.32,RAM 8GB DDR4
2024-04-24,2024-04-24 10:19:38.346,card,ANON-0000-0000-0001,114.76,Serviço de Limpeza
2024-04-24,2024-04-24 10:21:27.287,card,ANON-0000-0000-0131,178.74,RAM 8GB DDR4
2024-04-24,2024-04-24 11:23:46.102,card,ANON-0000-0000-0132,188.74,RAM 8GB DDR4
2024-04-24,2024-04-24 11:33:26.347,card,ANON-0000-0000-0133,172.85,RAM 8GB DDR4
2024-04-24,2024-04-24 12:39:09.298,card,ANON-0000-0000-0059,173.14,RAM 8GB DDR4
2024-04-24,2024-04-24 16:39:07.423,card,ANON-0000-0000-0009,175.14,RAM 8GB DDR4
2024-04-24,2024-04-24 19:39:49.983,card,ANON-0000-0000-0134,184.14,RAM 8GB DDR4
2024-04-24,2024-04-24 19:40:54.031,card,ANON-0000-0000-0134,1713.37,CPU i5-14600K
2024-04-25,2024-04-25 10:46:08.057,card,ANON-0000-0000-0135,262.27,Serviço de Montagem
2024-04-25,2024-04-25 15:18:26.971,card,ANON-0000-0000-0009,114.66,Serviço de Limpeza
2024-04-25,2024-04-25 17:09:43.534,card,ANON-0000-0000-0012,260.98,Serviço de Montagem
2024-04-25,2024-04-25 17:10:49.153,card,ANON-0000-0000-0012,248.48,Serviço de Montagem
2024-04-26,2024-04-26 10:12:50.618,card,ANON-0000-0000-0001,121.21,Serviço de Limpeza
2024-04-26,2024-04-26 12:01:30.580,card,ANON-0000-0000-0136,124.27,Serviço de Limpeza
2024-04-26,2024-04-26 13:31:28.297,card,ANON-0000-0000-0137,1873.06,CPU i5-14600K
2024-04-26,2024-04-26 15:32:35.390,card,ANON-0000-0000-0012,257.09,Serviço de Montagem
2024-04-26,2024-04-26 15:33:33.132,card,ANON-0000-0000-0012,242.17,Serviço de Montagem
2024-04-26,2024-04-26 16:23:26.514,card,ANON-0000-0000-0138,715.3,RAM 32GB DDR5
2024-04-26,2024-04-26 16:24:33.800,card,ANON-0000-0000-0139,254.42,Serviço de Montagem
2024-04-26,2024-04-26 19:32:07.112,card,ANON-0000-0000-0009,150.75,Serviço de Formatação
2024-04-26,2024-04-26 19:33:30.220,card,ANON-0000-0000-0009,312.92,RAM 16GB DDR4
2024-04-27,2024-04-27 15:27:00.680,card,ANON-0000-0000-0009,1889.25,CPU i5-14600K
2024-04-28,2024-04-28 10:32:52.479,card,ANON-0000-0000-0001,115.77,Serviço de Limpeza
2024-04-28,2024-04-28 12:30:09.749,card,ANON-0000-0000-0140,1808.54,CPU i5-14600K
2024-04-28,2024-04-28 18:27:08.230,card,ANON-0000-0000-0012,253.86,Serviço de Montagem
2024-04-28,2024-04-28 18:28:11.411,card,ANON-0000-0000-0012,245.28,Serviço de Montagem
2024-04-28,2024-04-28 18:29:02.374,card,ANON-0000-0000-0019,114.48,Serviço de Limpeza
2024-04-29,2024-04-29 11:26:31.871,card,ANON-0000-0000-0141,755.07,RAM 32GB DDR5
2024-04-29,2024-04-29 13:27:56.949,card,ANON-0000-0000-0003,250.34,Serviço de Montagem
2024-04-29,2024-04-29 13:28:53.899,card,ANON-0000-0000-0003,746.51,RAM 32GB DDR5
2024-04-29,2024-04-29 13:53:35.730,card,ANON-0000-0000-0141,782.81,RAM 32GB DDR5
2024-04-29,2024-04-29 13:54:24.357,card,ANON-0000-0000-0141,174.87,RAM 8GB DDR4
2024-04-29,2024-04-29 18:37:48.406,card,ANON-0000-0000-0140,1767.76,CPU i5-14600K
2024-04-29,2024-04-29 19:12:33.194,card,ANON-0000-0000-0134,1845.96,CPU i5-14600K
2024-04-29,2024-04-29 19:13:37.878,card,ANON-0000-0000-0134,1822.22,CPU i5-14600K
2024-04-30,2024-04-30 10:16:41.493,card,ANON-0000-0000-0142,125.78,Serviço de Limpeza
2024-04-30,2024-04-30 10:34:52.250,card,ANON-0000-0000-0142,171.2,RAM 8GB DDR4
2024-04-30,2024-04-30 10:35:47.617,card,ANON-0000-0000-0142,183.63,RAM 8GB DDR4
2024-04-30,2024-04-30 13:41:52.325,card,ANON-0000-0000-0142,245.88,Serviço de Montagem
2024-04-30,2024-04-30 13:42:59.977,card,ANON-0000-0000-0142,188.08,RAM 8GB DDR4
2024-04-30,2024-04-30 19:19:18.139,card,ANON-0000-0000-0142,1790.73,CPU i5-14600K
2024-04-30,2024-04-30 19:30:04.003,card,ANON-0000-0000-0142,181.62,RAM 8GB DDR4
2024-04-30,2024-04-30 19:31:20.952,card,ANON-0000-0000-0142,114.42,Serviço de Limpeza
2024-05-02,2024-05-02 10:33:55.746,card,ANON-0000-0000-0143,250.46,Serviço de Montagem
2024-05-02,2024-05-02 11:29:57.080,cash,,125.04,Serviço de Limpeza
2024-05-02,2024-05-02 13:49:39.898,card,ANON-0000-0000-0133,177.8,RAM 8GB DDR4
2024-05-02,2024-05-02 18:36:22.138,card,ANON-0000-0000-0144,1801.29,CPU i5-14600K
2024-05-02,2024-05-02 18:41:11.220,card,ANON-0000-0000-0024,181.08,RAM 8GB DDR4
2024-05-02,2024-05-02 19:18:33.084,card,ANON-0000-0000-0145,124.0,Serviço de Limpeza
2024-05-02,2024-05-02 19:19:56.359,card,ANON-0000-0000-0145,1865.07,CPU i5-14600K
2024-05-03,2024-05-03 10:11:53.399,cash,,122.77,Serviço de Limpeza
2024-05-03,2024-05-03 14:30:00.923,card,ANON-0000-0000-0146,122.43,Serviço de Limpeza
2024-05-03,2024-05-03 17:03:24.905,card,ANON-0000-0000-0147,114.26,Serviço de Limpeza
2024-05-06,2024-05-06 10:05:17.920,card,ANON-0000-0000-0148,245.51,Serviço de Montagem
2024-05-06,2024-05-06 10:06:51.625,card,ANON-0000-0000-0149,1849.77,CPU i5-14600K
2024-05-06,2024-05-06 10:08:05.863,card,ANON-0000-0000-0149,173.9,RAM 8GB DDR4
2024-05-06,2024-05-06 10:09:07.977,card,ANON-0000-0000-0150,254.52,Serviço de Montagem
2024-05-06,2024-05-06 10:39:12.641,card,ANON-0000-0000-0141,759.65,RAM 32GB DDR5
2024-05-06,2024-05-06 11:34:20.640,cash,,258.03,Serviço de Montagem
2024-05-06,2024-05-06 13:18:10.990,card,ANON-0000-0000-0148,785.43,RAM 32GB DDR5
2024-05-06,2024-05-06 13:19:00.811,card,ANON-0000-0000-0148,238.84,Serviço de Montagem
2024-05-06,2024-05-06 19:18:12.989,card,ANON-0000-0000-0151,1750.9,CPU i5-14600K
2024-05-06,2024-05-06 19:19:49.548,card,ANON-0000-0000-0151,1730.57,CPU i5-14600K
2024-05-07,2024-05-07 10:44:55.582,card,ANON-0000-0000-0148,294.58,RAM 16GB DDR4
2024-05-07,2024-05-07 11:21:58.493,card,ANON-0000-0000-0141,758.28,RAM 32GB DDR5
2024-05-07,2024-05-07 13:23:34.943,card,ANON-0000-0000-0077,758.05,RAM 32GB DDR5
2024-05-07,2024-05-07 16:42:07.900,card,ANON-0000-0000-0148,311.04,RAM 16GB DDR4
2024-05-07,2024-05-07 16:55:38.805,card,ANON-0000-0000-0152,243.07,Serviço de Montagem
2024-05-07,2024-05-07 17:37:46.412,card,ANON-0000-0000-0153,1790.1,CPU i5-14600K
2024-05-07,2024-05-07 17:38:48.195,card,ANON-0000-0000-0153,123.96,Serviço de Limpeza
2024-05-07,2024-05-07 18:35:37.235,cash,,173.08,RAM 8GB DDR4
2024-05-07,2024-05-07 19:12:12.524,card,ANON-0000-0000-0154,1799.01,CPU i5-14600K
2024-05-07,2024-05-07 19:13:12.195,card,ANON-0000-0000-0154,1810.39,CPU i5-14600K
2024-05-08,2024-05-08 10:07:28.863,card,ANON-0000-0000-0001,119.68,Serviço de Limpeza
2024-05-09,2024-05-09 12:54:21.812,card,ANON-0000-0000-0155,1889.03,CPU i5-14600K
2024-05-09,2024-05-09 13:03:58.556,card,ANON-0000-0000-0156,248.09,Serviço de Montagem
2024-05-09,2024-05-09 13:04:57.647,card,ANON-0000-0000-0156,123.8,Serviço de Limpeza
2024-05-09,2024-05-09 13:06:11.261,card,ANON-0000-0000-0156,114.83,Serviço de Limpeza
2024-05-09,2024-05-09 13:07:16.409,card,ANON-0000-0000-0156,122.37,Serviço de Limpeza
2024-05-09,2024-05-09 16:55:14.601,card,ANON-0000-0000-0118,256.81,Serviço de Montagem
2024-05-09,2024-05-09 16:56:14.989,card,ANON-0000-0000-0118,240.57,Serviço de Montagem
2024-05-09,2024-05-09 18:01:29.895,card,ANON-0000-0000-0157,251.85,Serviço de Montagem
2024-05-09,2024-05-09 18:13:56.226,card,ANON-0000-0000-0143,174.03,RAM 8GB DDR4
2024-05-10,2024-05-10 10:09:21.972,cash,,125.78,Serviço de Limpeza
2024-05-10,2024-05-10 15:46:21.511,card,ANON-0000-0000-0158,120.68,Serviço de Limpeza
2024-05-10,2024-05-10 15:47:32.508,card,ANON-0000-0000-0158,120.08,Serviço de Limpeza
2024-05-10,2024-05-10 16:20:15.084,cash,,184.76,RAM 8GB DDR4
2024-05-11,2024-05-11 11:39:52.878,card,ANON-0000-0000-0069,116.2,Serviço de Limpeza
2024-05-11,2024-05-11 17:02:43.648,cash,,120.97,Serviço de Limpeza
2024-05-11,2024-05-11 17:20:30.398,card,ANON-0000-0000-0009,188.39,RAM 8GB DDR4
2024-05-11,2024-05-11 17:21:56.117,card,ANON-0000-0000-0026,308.55,RAM 16GB DDR4
2024-05-11,2024-05-11 17:23:57.301,card,ANON-0000-0000-0040,1816.5,CPU i5-14600K
2024-05-11,2024-05-11 17:28:54.132,card,ANON-0000-0000-0012,180.47,RAM 8GB DDR4
2024-05-11,2024-05-11 18:35:40.257,card,ANON-0000-0000-0115,1769.09,CPU i5-14600K
2024-05-11,2024-05-11 19:38:16.096,card,ANON-0000-0000-0159,119.35,Serviço de Limpeza
2024-05-12,2024-05-12 10:20:42.512,card,ANON-0000-0000-0001,116.64,Serviço de Limpeza
2024-05-12,2024-05-12 13:24:03.465,card,ANON-0000-0000-0160,122.71,Serviço de Limpeza
2024-05-12,2024-05-12 13:27:39.043,card,ANON-0000-0000-0161,253.33,Serviço de Montagem
2024-05-12,2024-05-12 15:16:19.815,card,ANON-0000-0000-0077,119.19,Serviço de Limpeza
2024-05-12,2024-05-12 15:38:02.422,card,ANON-0000-0000-0162,188.34,RAM 8GB DDR4
2024-05-12,2024-05-12 15:52:14.871,card,ANON-0000-0000-0163,178.5,RAM 8GB DDR4
2024-05-12,2024-05-12 16:04:21.133,card,ANON-0000-0000-0012,184.79,RAM 8GB DDR4
2024-05-12,2024-05-12 19:41:30.569,card,ANON-0000-0000-0009,185.99,RAM 8GB DDR4
2024-05-13,2024-05-13 11:03:53.348,card,ANON-0000-0000-0164,177.12,RAM 8GB DDR4
2024-05-13,2024-05-13 15:31:10.763,cash,,239.84,Serviço de Montagem
2024-05-13,2024-05-13 15:31:50.907,cash,,242.94,Serviço de Montagem
2024-05-14,2024-05-14 08:38:14.581,card,ANON-0000-0000-0012,239.02,Serviço de Montagem
2024-05-14,2024-05-14 08:39:25.455,card,ANON-0000-0000-0012,239.25,Serviço de Montagem
2024-05-14,2024-05-14 08:40:17.484,card,ANON-0000-0000-0012,241.11,Serviço de Montagem
2024-05-14,2024-05-14 10:19:23.174,card,ANON-0000-0000-0012,1737.88,CPU i5-14600K
2024-05-14,2024-05-14 11:32:29.372,card,ANON-0000-0000-0165,114.97,Serviço de Limpeza
2024-05-14,2024-05-14 11:34:12.851,card,ANON-0000-0000-0165,1726.86,CPU i5-14600K
2024-05-14,2024-05-14 14:04:54.580,card,ANON-0000-0000-0025,1878.05,CPU i5-14600K
2024-05-14,2024-05-14 14:06:00.378,card,ANON-0000-0000-0009,171.72,RAM 8GB DDR4
2024-05-14,2024-05-14 15:01:54.785,card,ANON-0000-0000-0040,257.59,Serviço de Montagem
2024-05-14,2024-05-14 16:57:57.224,card,ANON-0000-0000-0166,182.0,RAM 8GB DDR4
2024-05-14,2024-05-14 16:59:10.194,card,ANON-0000-0000-0166,1835.4,CPU i5-14600K
2024-05-14,2024-05-14 22:51:25.227,card,ANON-0000-0000-0167,144.93,Serviço de Formatação
2024-05-15,2024-05-15 08:40:05.661,card,ANON-0000-0000-0168,124.2,Serviço de Limpeza
2024-05-15,2024-05-15 11:14:19.353,card,ANON-0000-0000-0012,582.64,CPU i3-12100
2024-05-15,2024-05-15 11:19:10.049,card,ANON-0000-0000-0012,248.04,Serviço de Montagem
2024-05-15,2024-05-15 13:34:35.102,card,ANON-0000-0000-0003,254.2,Serviço de Montagem
2024-05-15,2024-05-15 13:35:29.171,card,ANON-0000-0000-0003,259.65,Serviço de Montagem
2024-05-15,2024-05-15 13:36:27.339,card,ANON-0000-0000-0003,251.2,Serviço de Montagem
2024-05-15,2024-05-15 13:55:28.999,card,ANON-0000-0000-0164,171.35,RAM 8GB DDR4
2024-05-15,2024-05-15 14:38:10.847,cash,,249.76,Serviço de Montagem
2024-05-15,2024-05-15 14:38:52.347,card,ANON-0000-0000-0169,753.71,RAM 32GB DDR5
2024-05-15,2024-05-15 14:39:44.367,card,ANON-0000-0000-0012,770.31,RAM 32GB DDR5
2024-05-15,2024-05-15 17:28:58.620,card,ANON-0000-0000-0170,603.96,CPU i3-12100
2024-05-15,2024-05-15 20:20:34.769,card,ANON-0000-0000-0171,1836.74,CPU i5-14600K
2024-05-16,2024-05-16 10:38:42.458,card,ANON-0000-0000-0097,181.61,RAM 8GB DDR4
2024-05-16,2024-05-16 10:39:49.431,card,ANON-0000-0000-0172,180.08,RAM 8GB DDR4
2024-05-16,2024-05-16 11:42:50.285,cash,,117.9,Serviço de Limpeza
2024-05-16,2024-05-16 11:44:20.811,cash,,1792.05,CPU i5-14600K
2024-05-16,2024-05-16 12:14:00.097,card,ANON-0000-0000-0173,177.68,RAM 8GB DDR4
2024-05-16,2024-05-16 15:15:16.315,card,ANON-0000-0000-0174,142.81,Serviço de Formatação
2024-05-16,2024-05-16 17:44:31.548,card,ANON-0000-0000-0069,119.13,Serviço de Limpeza
2024-05-16,2024-05-16 18:12:56.934,card,ANON-0000-0000-0175,153.25,Serviço de Formatação
2024-05-16,2024-05-16 18:13:58.191,card,ANON-0000-0000-0175,122.61,Serviço de Limpeza
2024-05-17,2024-05-17 09:00:48.456,card,ANON-0000-0000-0033,248.63,Serviço de Montagem
2024-05-17,2024-05-17 11:30:27.553,card,ANON-0000-0000-0164,172.26,RAM 8GB DDR4
2024-05-17,2024-05-17 14:58:03.060,cash,,177.32,RAM 8GB DDR4
2024-05-17,2024-05-17 19:55:18.534,card,ANON-0000-0000-0012,175.88,RAM 8GB DDR4
2024-05-17,2024-05-17 19:56:46.751,card,ANON-0000-0000-0009,1883.41,CPU i5-14600K
2024-05-17,2024-05-17 20:37:52.930,card,ANON-0000-0000-0176,1886.83,CPU i5-14600K
2024-05-17,2024-05-17 22:34:50.797,card,ANON-0000-0000-0177,249.92,Serviço de Montagem
2024-05-17,2024-05-17 22:36:33.357,card,ANON-0000-0000-0178,114.16,Serviço de Limpeza
2024-05-17,2024-05-17 22:37:42.821,card,ANON-0000-0000-0179,118.11,Serviço de Limpeza
2024-05-18,2024-05-18 08:01:37.898,card,ANON-0000-0000-0180,1864.8,CPU i5-14600K
2024-05-18,2024-05-18 08:02:39.959,card,ANON-0000-0000-0180,1885.67,CPU i5-14600K
2024-05-18,2024-05-18 11:15:56.089,card,ANON-0000-0000-0181,183.57,RAM 8GB DDR4
2024-05-18,2024-05-18 16:48:29.374,card,ANON-0000-0000-0172,186.53,RAM 8GB DDR4
2024-05-18,2024-05-18 16:49:27.131,card,ANON-0000-0000-0097,188.01,RAM 8GB DDR4
2024-05-18,2024-05-18 19:58:44.210,card,ANON-0000-0000-0040,174.8,RAM 8GB DDR4
2024-05-18,2024-05-18 20:22:53.111,card,ANON-0000-0000-0009,118.89,Serviço de Limpeza
2024-05-18,2024-05-18 22:05:27.473,cash,,1764.15,CPU i5-14600K
2024-05-19,2024-05-19 07:58:38.312,card,ANON-0000-0000-0182,247.01,Serviço de Montagem
2024-05-19,2024-05-19 07:59:33.549,card,ANON-0000-0000-0182,244.59,Serviço de Montagem
2024-05-19,2024-05-19 08:00:35.061,card,ANON-0000-0000-0183,1866.7,CPU i5-14600K
2024-05-19,2024-05-19 09:28:49.723,cash,,581.49,CPU i3-12100
2024-05-19,2024-05-19 12:14:26.676,card,ANON-0000-0000-0184,180.92,RAM 8GB DDR4
2024-05-19,2024-05-19 14:43:40.049,card,ANON-0000-0000-0012,241.99,Serviço de Montagem
2024-05-19,2024-05-19 15:58:58.192,card,ANON-0000-0000-0185,188.18,RAM 8GB DDR4
2024-05-19,2024-05-19 18:12:36.304,card,ANON-0000-0000-0186,184.83,RAM 8GB DDR4
2024-05-19,2024-05-19 18:13:47.762,card,ANON-0000-0000-0186,596.36,CPU i3-12100
2024-05-19,2024-05-19 18:16:30.022,card,ANON-0000-0000-0186,144.82,Serviço de Formatação
2024-05-19,2024-05-19 19:51:06.979,card,ANON-0000-0000-0187,1856.05,CPU i5-14600K
2024-05-19,2024-05-19 21:15:41.761,card,ANON-0000-0000-0188,1871.54,CPU i5-14600K
2024-05-19,2024-05-19 21:18:36.101,card,ANON-0000-0000-0189,1738.26,CPU i5-14600K
2024-05-20,2024-05-20 10:05:59.163,card,ANON-0000-0000-0190,180.24,RAM 8GB DDR4
2024-05-20,2024-05-20 10:17:51.867,card,ANON-0000-0000-0191,116.0,Serviço de Limpeza
2024-05-20,2024-05-20 10:58:48.379,card,ANON-0000-0000-0001,120.28,Serviço de Limpeza
2024-05-20,2024-05-20 11:15:16.363,card,ANON-0000-0000-0143,258.12,Serviço de Montagem
2024-05-20,2024-05-20 11:16:19.637,card,ANON-0000-0000-0143,259.9,Serviço de Montagem
2024-05-20,2024-05-20 13:27:13.420,card,ANON-0000-0000-0003,250.67,Serviço de Montagem
2024-05-20,2024-05-20 13:28:10.440,card,ANON-0000-0000-0003,252.31,Serviço de Montagem
2024-05-20,2024-05-20 14:13:19.017,card,ANON-0000-0000-0192,177.77,RAM 8GB DDR4
2024-05-20,2024-05-20 14:14:31.354,card,ANON-0000-0000-0192,1836.16,CPU i5-14600K
2024-05-20,2024-05-20 14:32:21.252,cash,,258.61,Serviço de Montagem
2024-05-20,2024-05-20 17:12:51.121,card,ANON-0000-0000-0120,125.51,Serviço de Limpeza
2024-05-20,2024-05-20 17:13:56.897,card,ANON-0000-0000-0193,115.66,Serviço de Limpeza
2024-05-20,2024-05-20 20:36:48.320,card,ANON-0000-0000-0194,188.94,RAM 8GB DDR4
2024-05-20,2024-05-20 20:37:57.316,card,ANON-0000-0000-0194,306.31,RAM 16GB DDR4
2024-05-20,2024-05-20 20:46:52.085,card,ANON-0000-0000-0195,730.61,RAM 32GB DDR5
2024-05-20,2024-05-20 21:36:53.986,card,ANON-0000-0000-0012,181.03,RAM 8GB DDR4
2024-05-20,2024-05-20 21:37:57.777,card,ANON-0000-0000-0012,174.2,RAM 8GB DDR4
2024-05-21,2024-05-21 08:27:38.230,card,ANON-0000-0000-0196,115.9,Serviço de Limpeza
2024-05-21,2024-05-21 09:43:50.690,cash,,239.61,Serviço de Montagem
2024-05-21,2024-05-21 09:44:40.309,cash,,172.05,RAM 8GB DDR4
2024-05-21,2024-05-21 09:46:09.430,cash,,304.99,RAM 16GB DDR4
2024-05-21,2024-05-21 10:05:08.033,cash,,124.52,Serviço de Limpeza
2024-05-21,2024-05-21 16:10:19.956,card,ANON-0000-0000-0197,124.6,Serviço de Limpeza
2024-05-21,2024-05-21 18:13:23.998,card,ANON-0000-0000-0012,585.84,CPU i3-12100
